,id,ad_delivery_start_time,ad_delivery_stop_time,ad_snapshot_url,bylines,delivery_by_region,demographic_distribution,publisher_platforms,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,page_name,page_id,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound,ad_start_month,ad_start_year
4548,619732652280989,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=619732652280989&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.003825', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.152781', 'age': '65+', 'gender': 'male'}, {'percentage': '0.325098', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.366963', 'age': '65+', 'gender': 'female'}, {'percentage': '0.147819', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.003515', 'age': '55-64', 'gender': 'unknown'}]",['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,20000,24999,0,100,8,2020
4549,653229398623413,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=653229398623413&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.00628', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.005981', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.220096', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.247608', 'age': '65+', 'gender': 'male'}, {'percentage': '0.283493', 'age': '65+', 'gender': 'female'}, {'percentage': '0.236543', 'age': '55-64', 'gender': 'female'}]",['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,5000,5999,0,100,8,2020
4550,707485656474875,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=707485656474875&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.004218', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.219663', 'age': '65+', 'gender': 'male'}, {'percentage': '0.356262', 'age': '65+', 'gender': 'female'}, {'percentage': '0.178996', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.236535', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.004326', 'age': '55-64', 'gender': 'unknown'}]",['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,15000,19999,0,100,8,2020
4551,779749606114307,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=779749606114307&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.005129', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.008044', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.209723', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.245279', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.277804', 'age': '65+', 'gender': 'male'}, {'percentage': '0.254022', 'age': '65+', 'gender': 'female'}]",['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,15000,19999,0,100,8,2020
4552,900253343835391,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=900253343835391&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.005553', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.20311', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.225814', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.294052', 'age': '65+', 'gender': 'female'}, {'percentage': '0.267399', 'age': '65+', 'gender': 'male'}, {'percentage': '0.004072', 'age': '55-64', 'gender': 'unknown'}]",['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,15000,19999,0,100,8,2020
4553,1520467448136136,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=1520467448136136&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.005275', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.306898', 'age': '65+', 'gender': 'female'}, {'percentage': '0.238548', 'age': '65+', 'gender': 'male'}, {'percentage': '0.211497', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.004373', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.233408', 'age': '55-64', 'gender': 'female'}]",['facebook'],['Your local utility can help you save energy and money'],['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,90000,99999,400,500,8,2020
4554,2420161664949381,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=2420161664949381&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.003971', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.224454', 'age': '65+', 'gender': 'male'}, {'percentage': '0.337187', 'age': '65+', 'gender': 'female'}, {'percentage': '0.190548', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.239052', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.004788', 'age': '65+', 'gender': 'unknown'}]",['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,100000,124999,400,500,8,2020
4555,2675424646006956,2020-08-05,2020-08-31,https://www.facebook.com/ads/archive/render_ad/?id=2675424646006956&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,"[{'percentage': '1', 'region': 'Michigan'}]","[{'percentage': '0.007152', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.007573', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.212873', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.236012', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.262516', 'age': '65+', 'gender': 'male'}, {'percentage': '0.273875', 'age': '65+', 'gender': 'female'}]",['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,4000,4999,0,100,8,2020
4556,212484673519448,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=212484673519448&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4557,300468761287154,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=300468761287154&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4558,301374411182137,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=301374411182137&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4559,595285314519219,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=595285314519219&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4560,608357940112099,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=608357940112099&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4561,689820274904448,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=689820274904448&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4562,749542562488366,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=749542562488366&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4563,932749440555812,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=932749440555812&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4564,972434286524364,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=972434286524364&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4565,2848069008632929,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=2848069008632929&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4566,3897200443628264,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=3897200443628264&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4567,313448746474464,2020-08-06,2020-08-06,https://www.facebook.com/ads/archive/render_ad/?id=313448746474464&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4568,604239457191713,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=604239457191713&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4569,666429257549537,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=666429257549537&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4570,764236660997258,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=764236660997258&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4571,846985399163123,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=846985399163123&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4572,885766315290744,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=885766315290744&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4573,951744415299969,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=951744415299969&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['milowerbills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4574,1028491514251889,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=1028491514251889&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],"['While you’re at home, your local utility can help you save energy and money']",['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
4575,1261166400942151,2020-08-05,2020-08-05,https://www.facebook.com/ads/archive/render_ad/?id=1261166400942151&access_token=EAAQ4pfUJjL4BAM58BqBtEPI7RVwMdJczpNuK1MwyZAvkY6J3UCGtoTMskwP74gUEVGeZBLbnAplZAf4CNcUG82yaxJRJCtxfYQIZAtZAwkyo4jujfbm4ZCUGQLP2hwgLZCnqA4OqDWaB0xUOkcUnu2ZBOlTDRECzgj4iJZCdLdr3kZAK1mjO7J0NHmgdZChxsFX0h6AcOcEB5aqzIIziyRGFClxVfV0YzM01epY5B8ybJeAUE1eY3MMsges,Citizens Energizing Michigan'S Economy,,,['facebook'],['Your local utility can help you save energy and money'],['www.MiLowerBills.com'],['Visit MiLowerBills.com'],['Learn tips to save'],Citizens Energizing Michigan's Economy,591566840920364,0,999,0,100,8,2020
